geo_id,state,state_name,acs_variable,estimate,margin_of_error,label,concept,estimate_type,coverage_type,age_group,labor_force,employed
32,NV,Nevada,DP03_0108,184639,3742,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
32,NV,Nevada,DP03_0108P,14.5,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
32,NV,Nevada,DP03_0110,63301,1817,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0110P,70.4,1.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0111,33080,1201,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0111P,36.8,1.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0112,32850,1440,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0112P,36.5,1.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0113,26601,1280,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0113P,29.6,1.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
32,NV,Nevada,DP03_0115,309952,3885,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
32,NV,Nevada,DP03_0115P,81.5,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
32,NV,Nevada,DP03_0116,189783,3430,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
32,NV,Nevada,DP03_0116P,49.9,0.7,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
32,NV,Nevada,DP03_0117,145991,2501,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
32,NV,Nevada,DP03_0117P,38.4,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
32,NV,Nevada,DP03_0118,70191,2089,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
32,NV,Nevada,DP03_0118P,18.5,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0096,1239969,2626,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
33,NH,New Hampshire,DP03_0096P,93.5,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
33,NH,New Hampshire,DP03_0097,1019536,5381,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
33,NH,New Hampshire,DP03_0097P,76.9,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
33,NH,New Hampshire,DP03_0098,399632,3833,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
33,NH,New Hampshire,DP03_0098P,30.1,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
33,NH,New Hampshire,DP03_0099,86274,2603,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
33,NH,New Hampshire,DP03_0099P,6.5,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
33,NH,New Hampshire,DP03_0101,8339,876,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
33,NH,New Hampshire,DP03_0101P,3,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
33,NH,New Hampshire,DP03_0105,598758,3165,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0105P,91.5,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0106,566336,3524,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0106P,86.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0107,46503,1722,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0107P,7.1,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0108,55669,1996,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0108P,8.5,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
33,NH,New Hampshire,DP03_0110,19100,945,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0110P,74,2.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0111,12818,837,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0111P,49.6,2.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0112,6909,570,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0112P,26.8,1.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0113,6726,622,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0113P,26,2.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
33,NH,New Hampshire,DP03_0115,129575,2050,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0115P,89.7,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0116,86101,1763,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0116P,59.6,0.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0117,54461,1455,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0117P,37.7,0.8,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0118,14844,963,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
33,NH,New Hampshire,DP03_0118P,10.3,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0096,8033794,11811,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
34,NJ,New Jersey,DP03_0096P,91.5,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
34,NJ,New Jersey,DP03_0097,6328839,22574,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
34,NJ,New Jersey,DP03_0097P,72.1,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
34,NJ,New Jersey,DP03_0098,2686456,12928,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
34,NJ,New Jersey,DP03_0098P,30.6,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
34,NJ,New Jersey,DP03_0099,743045,11843,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
34,NJ,New Jersey,DP03_0099P,8.5,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
34,NJ,New Jersey,DP03_0101,83172,3235,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
34,NJ,New Jersey,DP03_0101P,4,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
34,NJ,New Jersey,DP03_0105,3609193,11762,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0105P,89.2,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0106,3342447,12742,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0106P,82.6,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0107,327658,4408,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0107P,8.1,0.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0108,437122,7728,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0108P,10.8,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
34,NJ,New Jersey,DP03_0110,186474,3256,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0110P,73.9,0.8,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0111,119903,2543,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0111P,47.5,0.8,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0112,72787,1917,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0112P,28.9,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0113,65738,2447,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0113P,26.1,0.8,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
34,NJ,New Jersey,DP03_0115,917630,6245,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0115P,86.7,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0116,621381,5018,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0116P,58.7,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0117,363707,5038,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0117P,34.3,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0118,141277,3516,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
34,NJ,New Jersey,DP03_0118P,13.3,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
35,NM,New Mexico,DP03_0096,1837116,4248,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
35,NM,New Mexico,DP03_0096P,89.3,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
35,NM,New Mexico,DP03_0097,1130017,8122,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
35,NM,New Mexico,DP03_0097P,54.9,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
35,NM,New Mexico,DP03_0098,963505,6499,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
35,NM,New Mexico,DP03_0098P,46.8,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
35,NM,New Mexico,DP03_0099,220410,4267,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
35,NM,New Mexico,DP03_0099P,10.7,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
